Course Code,Course Name,Average GPA Expected,Average Study Hours per Week,Count,Department
BENG 169A,Design Developmnt Tissue Engin,3.890625,6.748125,16,BENG
BENG 169B,Design Implmntatn Tissue Engin,3.92875,9.69,8,BENG
BENG 172,Bioengineering Laboratory,3.636190476190476,9.981904761904762,21,BENG
BENG 172,Bioengineering Laboratory     ,3.5,10.727142857142857,7,BENG
BENG 179A,Design Develop.Bioinstrumntatn,3.9505000000000003,6.157,20,BENG
BENG 179B,Design Implmnt Bioinstrumntatn,3.8722222222222222,7.486111111111111,18,BENG
BENG 181,Molecular Sequence Analysis,3.222,16.515,10,BENG
BENG 181,Molecular Sequence Analysis   ,3.315,11.25,2,BENG
BENG 182,Biological Databases,3.3191666666666664,8.3225,12,BENG
BENG 182,Biological Databases          ,2.665,11.0,2,BENG
BENG 183,Applied Genomic Technologies,3.602727272727273,4.968181818181818,11,BENG
BENG 183,Applied Genomic Technologies  ,3.476,6.99,5,BENG
BENG 184,Computational Molecular Biol.,3.67,5.17,1,BENG
BENG 184,Computational Molecular Biol. ,3.75,11.0,1,BENG
BENG 186A,Principles/Biomaterials Design,3.381875,6.3325000000000005,16,BENG
BENG 186B,Princpls/Bioinstrumentatn Desn,3.2964999999999995,9.6585,20,BENG
BENG 187A,BENG Design Project: Planning,3.935,1.599,10,BENG
BENG 187A,BENG Design Project: Planning ,3.938,1.24,5,BENG
BENG 187B,BENG Design Project:Developmnt,3.823529411764706,6.490588235294118,17,BENG
BENG 187C,BENG Design Proj:Implemntation,3.8577777777777778,5.676666666666667,18,BENG
BENG 187D,BENG Design Proj:Presentation,3.9368421052631577,5.065263157894736,19,BENG
BENG 187D,BENG Design Proj:Presentation ,3.9159999999999995,2.7079999999999997,5,BENG
BENG 189,Physiological Systems Eng,3.4877777777777776,6.882222222222222,9,BENG
BENG 191,Senior Sem I: Professnl Issues,3.9714285714285715,2.1485714285714286,7,BENG
BENG 192,Senior Sem. in Bioengineering,4.0,2.1,1,BENG
BENG 192,Senior Sem. in Bioengineering ,3.9,4.956,10,BENG
BENG 193,Clinical Bioengineering,3.934,6.078,5,BENG
BENG 193,Clinical Exp in Bioengineering,3.9333333333333336,3.5766666666666667,3,BENG
BENG 2,Intro Computer Prog & MATLAB,3.5439999999999996,5.8950000000000005,10,BENG
BENG 87,Freshman Seminar,3.9588235294117644,1.0567647058823528,34,BENG
BENG 87,Freshman Seminar              ,4.0,0.84,14,BENG
BENG 91,Topics in Bioeng and Medicine,4.0,1.36,1,BENG
BIBC 100,Structural Biochemistry,3.4523333333333333,7.109333333333334,30,BIBC
BIBC 100,Structural Biochemistry       ,3.45,5.946875,16,BIBC
BIBC 102,Metabolic Biochemistry,3.257763157894737,7.826842105263158,76,BIBC
BIBC 102,Metabolic Biochemistry        ,3.3622222222222224,7.213611111111111,36,BIBC
BIBC 103,Biochemical Techniques,3.2792982456140347,7.145175438596491,114,BIBC
BIBC 103,Biochemical Techniques        ,3.4140384615384614,6.802692307692308,52,BIBC
BIBC 104,Biochem & Biotech/Plants      ,3.261428571428571,5.922857142857142,7,BIBC
BIBC 120,Nutrition,3.407,5.734,20,BIBC
BIBC 120,Nutrition                     ,3.54,5.186428571428571,14,BIBC
BIBC 130,Envir Phy/Biochem/Mar Organism,3.33,5.505,4,BIBC
BIBC 130,Marine Biochemistry           ,3.73,3.85,1,BIBC
BIBC 140,Introduction to Biofuels,3.355,5.279999999999999,2,BIBC
BIBC 140,Introduction to Biofuels      ,3.29,5.710000000000001,2,BIBC
BIBC 140,Our Energy Future,3.2939999999999996,4.418,5,BIBC
BIBC 151,Chem of Bio Interactions,3.8920000000000003,6.078,10,BIBC
BIBC 194,Adv Topics-Biochemistry,3.9427272727272724,2.2163636363636363,11,BIBC
BICD 100,Genetics,3.391798561151079,6.067625899280575,139,BICD
BICD 100,Genetics                      ,3.3827906976744186,5.825813953488372,43,BICD
BICD 101,Eucaryotic Genetics Laboratory,3.6566666666666663,6.523333333333333,3,BICD
BICD 102,Genetic Inquiry,3.545,4.445,2,BICD
BICD 104,Genetic Neurobiology,3.33,4.75,1,BICD
BICD 110,Cell Biology,3.422166666666667,6.830666666666667,60,BICD
BICD 110,Cell Biology                  ,3.4225,6.739166666666667,24,BICD
BICD 111,Cell Biology Laboratory       ,3.0475,4.545,4,BICD
BICD 112,Stem Cells and Regeneration,3.459285714285714,7.789285714285714,14,BICD
BICD 120,Fundamentals of Plant Biology ,3.3840000000000003,4.7090000000000005,10,BICD
BICD 120,Molecular Basis of Plant Dev,3.74,3.97,1,BICD
BICD 123,Plant Mol Genetics&Biotech Lab,3.6621052631578945,6.364736842105263,19,BICD
BICD 130,Embryos Genes & Development,3.1733333333333333,6.471666666666667,6,BICD
BICD 130,Embryos Genes & Development ,3.3579999999999997,6.76,5,BICD
BICD 131,Embryology Laboratory         ,3.5533333333333332,9.78,3,BICD
BICD 134,Human Reproduction&Development,3.6992307692307693,4.932307692307693,13,BICD
BICD 136,AIDS Science and Society,3.25,8.416111111111112,18,BICD
BICD 136,AIDS Science and Society      ,3.485,7.44125,8,BICD
BICD 140,Immunology,3.2486363636363635,7.742272727272726,22,BICD
BICD 140,Immunology                    ,3.4144444444444444,6.42,9,BICD
BICD 145,Lab in Molecular Medicine,3.8614285714285717,6.017142857142857,7,BICD
BICD 145,Lab in Molecular Medicine     ,3.723333333333333,8.26,3,BICD
BICD 150,Endocrinology,3.645,7.1433333333333335,6,BICD
BICD 150,Endocrinology                 ,3.5214285714285714,7.3342857142857145,7,BICD
BICD 156,Population Genetics,3.33,6.925000000000001,2,BICD
BICD 158,Active Genetics,3.5,4.66,1,BICD
BICD 194,Adv Topics-Cellular Dev,3.8568000000000002,2.9676,25,BICD
BIEB 100,Biometry                      ,3.6,4.76,1,BIEB
BIEB 100,Biostatistics,3.1775,6.42375,8,BIEB
BIEB 100,Biostatistics                 ,3.0225,7.635,4,BIEB
BIEB 102,Intro Eclgy/Organisms&Habitats,3.2731818181818184,5.045909090909091,22,BIEB
BIEB 121,Ecology Laboratory,3.665,4.934285714285714,28,BIEB
BIEB 121,Ecology Laboratory            ,3.4025,8.27,8,BIEB
BIEB 123,Molculr Mthd/Ecolgy & Evol Lab,3.4,4.72,6,BIEB
BIEB 123,Molculr Mthd/Evol & Ecol Lab,3.4333333333333336,4.903333333333333,6,BIEB
BIEB 126,Plant Ecology,3.157,4.715,10,BIEB
BIEB 126,Plant Ecology                 ,3.27,4.59,2,BIEB
BIEB 128,Insect Diversity,3.365,4.245,4,BIEB
BIEB 128,Insect Ecology,3.13,4.994999999999999,2,BIEB
BIEB 128,Insect Ecology                ,3.465,3.8499999999999996,2,BIEB
BIEB 130,Marine Conservation Biology,3.6799999999999997,3.9480000000000004,5,BIEB
BIEB 131,Marine Invertebrate Ecology Lb,3.41,9.37,3,BIEB
BIEB 132,Introduction to Marine Biology,3.315,4.068333333333333,12,BIEB
BIEB 134,Intro/Biological Oceanography,3.2550000000000003,6.741666666666667,6,BIEB
BIEB 134,Intro/Biological Oceanography ,3.235,4.8725000000000005,4,BIEB
BIEB 135,Aquatic Ecology Lab,3.5439999999999996,5.464,5,BIEB
BIEB 136GS,Tropical Field Ecology,3.8,4.5,1,BIEB
BIEB 137GS,Sea Turtle Eco/Conservation,3.88,4.5,1,BIEB
BIEB 140,Biodiversity,3.2666666666666666,4.857777777777778,9,BIEB
BIEB 140,Biodiversity                  ,3.2,4.4725,4,BIEB
BIEB 143,Comp Modeling in Evol/Ecol,3.4027777777777777,5.657222222222222,18,BIEB
BIEB 143,Comp Modeling in Evol/Ecol    ,3.88,3.5,2,BIEB
BIEB 145,Spatial Anlys/Ecolgy&Conservtn,3.71,7.81,2,BIEB
BIEB 146,Genome Diversity and Dynamics,3.693,4.839,10,BIEB
BIEB 147,Introduction to Phylogenetics ,3.0549999999999997,3.665,2,BIEB
BIEB 150,Evolution,3.174090909090909,5.242727272727273,22,BIEB
BIEB 150,Evolution                     ,3.358571428571428,4.7700000000000005,7,BIEB
BIEB 152,Evol of Infectious Diseases,3.5211111111111113,5.121111111111111,9,BIEB
BIEB 154,Evolutionary Inquiry,3.4116666666666666,6.413333333333333,6,BIEB
BIEB 156,Evolution and Society,3.47,5.23,1,BIEB
BIEB 156,Population Genetics,3.0866666666666664,6.46,3,BIEB
BIEB 156,Population Genetics           ,3.36,4.63,1,BIEB
BIEB 159,Advanced Field Ecology Lab    ,3.785,5.99,2,BIEB
BIEB 166,Animal Behavior&Communication,3.4455555555555555,5.1033333333333335,9,BIEB
BIEB 166,Animal Behavior&Communication ,3.5759999999999996,4.566,5,BIEB
BIEB 167,Animal Communication Lab,3.2,4.9,1,BIEB
BIEB 167,Animal Communication Lab      ,3.8,4.74,2,BIEB
BIEB 174,Ecosystems and Global Change,3.375833333333333,5.56,12,BIEB
BIEB 174,Ecosystems and Global Change  ,3.4433333333333334,5.69,3,BIEB
BIEB 176,Bio of Conservation/Human Pred,3.38,5.32,1,BIEB
BIEB 176,Conservation&Human Predicament,3.2125,5.099375,16,BIEB
BIEB 182,Biology of Global Change,3.365,3.665,2,BIEB
BIEB 194,Adv Topics-EBE,3.865,3.625,4,BIEB
BILD 1,The Cell,3.3332258064516127,5.630241935483871,124,BILD
BILD 1,The Cell                      ,3.3728205128205127,6.0600000000000005,39,BILD
BILD 10,Fundamental Concepts/Modrn Bio,3.376551724137931,4.595862068965517,29,BILD
BILD 12,Neurobiology and Behavior,3.4025,4.458125,16,BILD
BILD 12,Neurobiology and Behavior     ,3.39,3.45,1,BILD
BILD 18,Human Impact on the Environmnt,3.69125,3.9145833333333333,24,BILD
BILD 18GS,Human Impact on the Environmnt,4.0,4.23,1,BILD
BILD 2,Multicellular Life,3.42979797979798,6.0726262626262635,99,BILD
BILD 2,Multicellular Life            ,3.389705882352941,6.415294117647059,34,BILD
BILD 20,Human Genetics/Modern Society,3.25,4.42,14,BILD
BILD 20,Human Genetics/Modern Society ,3.32,3.47,1,BILD
BILD 22,Human Nutrition,3.555454545454545,3.6536363636363633,11,BILD
BILD 22,Human Nutrition               ,3.5460000000000003,3.2,5,BILD
BILD 24,Biology of Human Reproduction ,2.945,5.074999999999999,2,BILD
BILD 26,Human Physiology,2.895,4.954999999999999,6,BILD
BILD 26,Human Physiology              ,3.054,4.522,5,BILD
BILD 28,Immunology/Vaccines,2.955,4.795,2,BILD
BILD 3,Organismic&Evolutionary Biol,3.353361344537815,5.176134453781513,119,BILD
BILD 3,Organismic&Evolutionary Biol  ,3.3232432432432435,5.620810810810811,37,BILD
BILD 30,Biol of Plagues:Past & Present,3.356666666666667,4.761666666666667,6,BILD
BILD 32,Intro to Cancer Biology,3.34,4.5,3,BILD
BILD 36,AIDS Science and Society,3.1333333333333333,8.67,3,BILD
BILD 36,AIDS Science and Society      ,3.332,5.76,5,BILD
BILD 38,Dementia Science and Society,3.505,3.54,8,BILD
BILD 38,Dementia Science and Society ,3.5575,3.645,4,BILD
BILD 4,Introductory Biology Lab,3.6760869565217393,3.3631884057971013,69,BILD
BILD 40,Intro to Biomed Research,4.0,0.8900000000000001,2,BILD
BILD 42,Our Sustainable Future,3.453333333333333,4.95,3,BILD
BILD 44,Changing World,3.535,3.5149999999999997,2,BILD
BILD 46,Eco: Changing Planet,3.63,3.31,2,BILD
BILD 5,Data Analysis/Design for Bio,3.6633333333333336,4.9783333333333335,6,BILD
BILD 51,Q-Bio Lab,3.29,8.9,1,BILD
BILD 60,Biology and Diversity,3.84,4.2,3,BILD
BILD 60,DEI in Relation to Human Bio,3.8142105263157893,3.9336842105263155,19,BILD
BILD 61,Biology Race and Society,3.73,6.24,1,BILD
BILD 62,Intro to Python for Biologists,3.6833333333333336,4.973333333333334,3,BILD
BILD 7,The Beginning of Life,3.414,3.9526666666666666,15,BILD
BILD 7,The Beginning of Life         ,3.39,4.01,8,BILD
BILD 70,Genomics Research Init Lab I,3.9325,2.315,4,BILD
BILD 71,Genomics Research Initiative  ,3.94,5.34,2,BILD
BILD 80,Job Intern Prep:Job App,3.69,2.6849999999999996,2,BILD
BILD 81,Job Intern Prep:Interview,3.9,2.29,3,BILD
BILD 83,Business Comm for Bio Sci,3.9599999999999995,2.07,3,BILD
BILD 84R,Career Exploration in Bio Sci,3.96,1.74,1,BILD
BILD 87,First-year Seminar,3.904285714285714,0.9671428571428571,7,BILD
BILD 87,Freshman Seminar,3.914473684210526,1.166842105263158,38,BILD
BILD 87,Freshman Seminar              ,4.0,1.0865384615384615,26,BILD
BILD 91,Biol Freshm/Strategies/Success,2.0,3.3,1,BILD
BILD 92,Prof Dev Topics in Biology,3.45,2.1525,4,BILD
BILD 94,Prof. Issues/Bioinformatics   ,3.9375,1.1875,4,BILD
BILD 95,Undergraduate Workshops,4.0,0.83,1,BILD
BILD 95,Undergraduate Workshops       ,4.0,1.4866666666666666,6,BILD
BILD 96,Biology: Honors Seminar,4.0,0.9177777777777778,9,BILD
BILD 96,Biology: Honors Seminar       ,4.0,1.205,2,BILD
BIMM 100,Molecular Biology,3.3155844155844156,6.754675324675325,77,BIMM
BIMM 100,Molecular Biology             ,3.3944444444444444,6.5675,36,BIMM
BIMM 101,Recombinant DNA Techniques,3.490978260869565,6.672282608695652,184,BIMM
BIMM 101,Recombinant DNA Techniques    ,3.5272881355932206,5.854237288135593,59,BIMM
BIMM 108,Adventures/Chromatin/Gene Expr,3.89,3.53,1,BIMM
BIMM 108,Chromatin Structure & Dynamics,3.8049999999999997,3.225,2,BIMM
BIMM 110,Molecular Basis/Human Disease,3.4852272727272724,6.094090909090909,44,BIMM
BIMM 110,Molecular Basis/Human Disease ,3.533333333333333,5.570666666666667,15,BIMM
BIMM 112,Regulatn/Eucarytc Gene Exp,3.622727272727273,5.194545454545454,11,BIMM
BIMM 112,Regulatn/Gene Act/Eucarytc Cel,3.6833333333333336,4.756666666666667,3,BIMM
BIMM 114,Virology,3.286153846153846,6.696923076923077,13,BIMM
BIMM 114,Virology                      ,3.354,6.986,5,BIMM
BIMM 116,Circadian Rhythms-Bio Clocks,3.3170588235294116,6.081176470588235,17,BIMM
BIMM 116,Circadian Rhythms-Bio Clocks  ,3.318888888888889,5.144444444444444,9,BIMM
BIMM 116B,Bioclock Studio,3.9325,7.4399999999999995,4,BIMM
BIMM 116R,Circadian Rhythms-Bio Clocks,3.71,5.77,2,BIMM
BIMM 118,Pharmacology,3.5810000000000004,6.726000000000001,10,BIMM
BIMM 118,Pharmacology                  ,3.528,7.522,5,BIMM
BIMM 120,Bacteriology,3.453333333333333,5.532222222222222,9,BIMM
BIMM 120,Bacteriology                  ,3.4635714285714285,5.4750000000000005,14,BIMM
BIMM 120,Microbiology,3.5869565217391304,5.686521739130434,23,BIMM
BIMM 120GS,Bacteriology                  ,3.96,4.98,1,BIMM
BIMM 121,Laboratory in Microbiology,3.2620833333333334,8.217291666666666,48,BIMM
BIMM 121,Laboratory in Microbiology    ,3.3979069767441863,7.266976744186047,43,BIMM
BIMM 121,Microbiology Laboratory,3.645757575757576,6.0260606060606055,33,BIMM
BIMM 122,Microbial Genetics,3.429090909090909,5.942727272727273,11,BIMM
BIMM 122,Microbial Genetics            ,3.504,5.856,5,BIMM
BIMM 124,Medical Microbiology,3.2761538461538464,8.325384615384616,13,BIMM
BIMM 124,Medical Microbiology          ,3.454285714285714,6.997142857142857,7,BIMM
BIMM 126,Marine Microbiology           ,3.3766666666666665,4.053333333333334,3,BIMM
BIMM 127,Marine Microbiology Lab       ,3.41,7.385000000000001,6,BIMM
BIMM 130,Microbial Physiology,3.6533333333333338,7.303333333333334,3,BIMM
BIMM 130,Microbial Physiology          ,3.55,6.445,4,BIMM
BIMM 134,Biology of Cancer,3.418125,6.73875,16,BIMM
BIMM 134,Biology of Cancer             ,3.418,5.6259999999999994,5,BIMM
BIMM 140,Quantitative Principles in Bio,3.6907692307692304,4.433076923076923,13,BIMM
BIMM 143,Bioinformatics Laboratory,3.7011538461538462,6.917692307692307,26,BIMM
BIMM 162,3D Elctron Microscopy/Macromol,3.23,6.1850000000000005,4,BIMM
BIMM 164,Structural Biology of Viruses,3.6114285714285717,5.151428571428572,7,BIMM
BIMM 164,Structural Biology of Viruses ,3.565,4.9399999999999995,2,BIMM
BIMM 170,Genomics Research Init Lab II,3.964,3.404,5,BIMM
BIMM 171,Genomics Research Initiative,3.9185714285714286,2.394285714285714,7,BIMM
BIMM 171,Genomics Research Initiative  ,3.948571428571429,3.19,7,BIMM
BIMM 171A,Genomics Research Init Lab I,3.9299999999999997,2.56,7,BIMM
BIMM 171A,Genomics Research Init Lab I  ,3.8939999999999997,4.336,5,BIMM
BIMM 171B,Genomics Research Init Lab II,3.96125,3.17875,8,BIMM
BIMM 171B,Genomics Research Init Lab II ,3.965,3.6899999999999995,2,BIMM
BIMM 171C,Genomics Research Init Lab III,3.94,3.4,1,BIMM
BIMM 172,Genome Science,3.63,6.646000000000001,5,BIMM
BIMM 173,Undergrad Resrch Explor/Genom ,3.88,4.86,1,BIMM
BIMM 181,Molecular Sequence Analysis,3.1555555555555554,15.716666666666665,9,BIMM
BIMM 181,Molecular Sequence Analysis   ,3.63,10.0,1,BIMM
BIMM 182,Biological Databases,3.396,9.233,10,BIMM
BIMM 182,Biological Databases          ,3.0,7.83,1,BIMM
BIMM 184,Computational Molecular Biol. ,3.0,9.25,1,BIMM
BIMM 185,Bioinformatics Lab (Advanced),3.587142857142857,8.370000000000001,7,BIMM
BIMM 185,Bioinformatics Lab (Advanced) ,3.5380000000000003,12.05,5,BIMM
BIMM 194,Adv Topics-Molecular Bio,3.892417582417582,2.485274725274725,91,BIMM
BIPN 100,Human Physiology I,3.2358571428571428,7.787999999999999,70,BIPN
BIPN 100,Mammalian Physiology I,3.338888888888889,7.905555555555556,9,BIPN
BIPN 100,Mammalian Physiology I        ,3.2760000000000002,7.700333333333333,30,BIPN
BIPN 102,Human Physiology II,3.4224,7.0712,25,BIPN
BIPN 102,Mammalian Physiology II,3.4560000000000004,6.668000000000001,5,BIPN
BIPN 102,Mammalian Physiology II       ,3.501764705882353,6.169411764705882,17,BIPN
BIPN 105,Animal Physiology Lab,3.2102439024390246,12.456829268292683,41,BIPN
BIPN 105,Animal Physiology Lab         ,3.3193333333333332,13.122666666666667,15,BIPN
BIPN 105,Human Physiology Lab,3.0283333333333338,11.408333333333333,6,BIPN
BIPN 106,Comparative Physiology,3.2977777777777777,6.265555555555555,9,BIPN
BIPN 106,Comparative Physiology        ,3.432,5.3839999999999995,5,BIPN
BIPN 108,Biology and Med of Exercise,3.5500000000000003,5.5,6,BIPN
BIPN 108,Intergrative Biol of Exercise ,3.63,5.95,1,BIPN
BIPN 108,Physiology of Exercise,3.49,6.404999999999999,2,BIPN
BIPN 108,Physiology of Exercise        ,3.4625,6.18,4,BIPN
BIPN 120,Endocrinology,3.527272727272727,7.104545454545455,11,BIPN
BIPN 134,Human Reproduction,3.4791666666666665,6.989166666666667,12,BIPN
BIPN 140,Cellular Neurobiology,3.1961904761904765,7.494523809523809,42,BIPN
BIPN 140,Cellular Neurobiology         ,3.3633333333333337,6.8839999999999995,15,BIPN
BIPN 142,Systems Neurobiology,3.292222222222222,6.923333333333334,9,BIPN
BIPN 142,Systems Neurobiology          ,3.431,6.811,10,BIPN
BIPN 144,Developmental Neurobiology,3.40125,5.80125,8,BIPN
BIPN 144,Developmental Neurobiology    ,3.5066666666666664,5.7188888888888885,9,BIPN
BIPN 145,Neurobiology Laboratory,3.4995,7.0969999999999995,20,BIPN
BIPN 145,Neurobiology Laboratory       ,3.46,8.945,2,BIPN
BIPN 146,Computational Cell Neurobio,3.395,8.085,2,BIPN
BIPN 146,Computational Neurobiology,3.246,7.209999999999999,5,BIPN
BIPN 146,Computational Neurobiology    ,3.4524999999999997,6.41,4,BIPN
BIPN 147,Computational Systems Neurobio,3.715,6.279999999999999,2,BIPN
BIPN 148,Cellular Basis Learning&Memory,3.4314999999999998,6.085,20,BIPN
BIPN 150,Diseases of the Nervous System,3.675142857142857,5.315714285714286,35,BIPN
BIPN 152,Healthy and Diseased Brain,3.7199999999999998,5.084444444444444,9,BIPN
BIPN 154,Neuro Stress & Mental Disorder,3.37,6.4075,4,BIPN
BIPN 156,Glial Neurobiology,3.526666666666667,5.1466666666666665,3,BIPN
BIPN 160,Neuroanatomy,3.524,5.954,5,BIPN
BIPN 162,Neural Data Science,3.6174999999999997,7.35,4,BIPN
BIPN 164,Comp Models in Neuro,3.3000000000000003,7.733333333333333,3,BIPN
BIPN 189,Brain Behavior and Evolution,3.4175,4.76,4,BIPN
BIPN 194,Adv Topics-Phys/Neuro,3.902222222222222,4.027333333333333,45,BIPN
BISP 170,Bioscholars Seminar,3.88,2.088,10,BISP
BISP 190,Adv Biology Seminar/Seniors,4.0,0.9,1,BISP
BISP 191,Biol Transf:Strategies/Success,4.0,1.3719999999999999,5,BISP
BISP 194,Adv Topics in Modern Biology,3.8791428571428574,2.732142857142857,70,BISP
BISP 194,Adv Topics in Modern Biology  ,3.8461904761904764,3.164920634920635,63,BISP
BISP 195,Instructional Apprentice: Biol,3.987674418604651,1.3865116279069767,43,BISP
CAT 1,Culture Art & Technology 1,3.4892000000000003,4.0116,25,CAT
CAT 1,Culture Art & Technology I,3.3355172413793106,4.79,29,CAT
CAT 1,Culture Art & Technology I   ,3.127,5.4965,20,CAT
CAT 124,Sixth College Practicum,3.732368421052632,6.064736842105264,38,CAT
CAT 124,Sixth College Practicum       ,3.787659574468085,5.274468085106383,47,CAT
CAT 124GS,Sixth College Practicum GS,3.83,7.07,1,CAT
CAT 125,Public Rhetoric & Prac Comm,3.690714285714286,3.192857142857143,14,CAT
CAT 125,Public Rhetoric & Pract Commun,3.6312698412698414,4.3598412698412705,63,CAT
CAT 125,Sixth Practicum Writing       ,3.493913043478261,4.653478260869565,23,CAT
CAT 125GS,Public Rhetoric & Prac Comm GS,3.67,5.25,1,CAT
CAT 125R,Pblc Rhetoric Prct Comm Online,3.757428571428571,4.383714285714286,35,CAT
CAT 125R,Pub Rhet & Prac Comm Online,3.7014285714285715,3.742142857142857,14,CAT
CAT 192,Senior Seminar in CAT         ,4.0,2.17,1,CAT
CAT 2,Culture Art & Technology 2,3.5591304347826087,4.1613043478260865,23,CAT
CAT 2,Culture Art & Technology II,3.3359259259259257,4.771481481481482,27,CAT
CAT 2,Culture Art & Technology II  ,3.1599999999999997,5.349545454545455,22,CAT
CAT 3,Culture Art & Technology III,3.571818181818182,3.9399999999999995,44,CAT
CAT 3,Culture Art & Technology III ,3.211,4.6745,20,CAT
CAT 3,Culture Art and Technology 3,3.83,3.3833333333333333,3,CAT
CAT 75,Experience Art! Seminar Series,4.0,0.9,2,CAT
CAT 87,Freshman Seminar,3.6,2.033333333333333,3,CAT
CAT 87,Freshman Seminar              ,3.0,1.83,1,CAT
CCS 101,Carbon Neutrality at UC,3.9475,1.8225,4,CCS
CCS 102,Research Persp/Climate Change,3.8975,1.2375,4,CCS
CCS 123,Policy\Politics Climate Change,4.0,2.83,3,CCS
CENG 1,Scope of Chemical Engineering,3.882,1.0699999999999998,5,CENG
CENG 1,Scope of Chemical Engineering ,3.8659999999999997,0.728,5,CENG
CENG 100,Material and Energy Balances,3.361578947368421,6.698421052631579,19,CENG
CENG 100,Process Modl&Computn/Chem Engn,3.238125,7.7993749999999995,16,CENG
CENG 101A,Introductory Fluid Mechanics,3.161363636363636,11.609545454545454,22,CENG
CENG 101A,Introductory Fluid Mechanics  ,3.196,10.075999999999999,5,CENG
CENG 101B,Heat Transfer,3.238888888888889,7.665555555555555,18,CENG
CENG 101B,Heat Transfer                 ,3.372,8.392,5,CENG
CENG 101C,Mass Transfer,3.2479999999999998,8.376,15,CENG
CENG 101C,Mass Transfer                 ,3.45,6.712000000000001,5,CENG
CENG 102,Chemical Engin Thermodynamics,3.2725,8.619375,16,CENG
CENG 102,Chemical Engin Thermodynamics ,3.2600000000000002,8.25,5,CENG
CENG 113,Chemical Reaction Engineering,3.258125,9.28,16,CENG
CENG 113,Chemical Reaction Engineering ,3.2600000000000002,8.254,5,CENG
CENG 114,Prob and Stat Methods for Eng,3.358571428571428,6.992142857142857,14,CENG
