Course Code,Department,Course Name,Study Hours per Week,Average GPA Received,Average Letter Grade Received
COMM 109P,COMM,MC: Propaganda and Persuasion,5.071111111111112,3.27625,B (3.0)
COMM 109P,COMM,Propaganda and Persuasion,8.1,3.25,B (3.0)
COMM 110G,COMM,Communication in Organizations,4.0,2.89,B- (2.7)
COMM 110G,COMM,LLC:Communication in Orgs,4.33,3.855,A- (3.7)
COMM 110M,COMM,Communication & the Community,4.046666666666667,3.1666666666666665,B (3.0)
COMM 110M,COMM,LLC: Comm & Community,4.793,3.664444444444445,B+ (3.3)
COMM 110P,COMM,LLC:Lang & Human Communication,4.256666666666667,3.4566666666666666,B+ (3.3)
COMM 110P,COMM,Language&Human Communication,3.8000000000000003,2.973333333333333,B- (2.7)
COMM 110T,COMM,LLC: Language Thought & Media,5.218,3.5774999999999997,B+ (3.3)
COMM 110T,COMM,Language Thought & the Media,5.156666666666666,3.0833333333333335,B (3.0)
COMM 110T,COMM,Language Thought the Media,3.9,2.8200000000000003,B- (2.7)
COMM 111A,COMM,Comm & Cul Production: Intro,4.4399999999999995,3.6500000000000004,B+ (3.3)
COMM 111B,COMM,CCP:Borders Space & Politics,6.92,3.53,B+ (3.3)
COMM 111B,COMM,Global Borders: Communication,4.665,3.335,B+ (3.3)
COMM 111C,COMM,Comm&Cul Prod: Cities & Space,4.645,2.96,B- (2.7)
COMM 111D,COMM,Critical Design/Intermediate,5.85,3.585,B+ (3.3)
COMM 111F,COMM,CCP:Folklore and Communication,4.8175,3.283333333333333,B (3.0)
COMM 111F,COMM,Folklore and Communication,4.21,3.06,B (3.0)
COMM 111G,COMM,CCP: Popular Culture,4.856363636363636,3.283,B (3.0)
COMM 111G,COMM,Popular Culture,5.33,2.85,B- (2.7)
COMM 111M,COMM,CCP:Pop MusSoc Prac& Politic,3.8600000000000003,2.705,B- (2.7)
COMM 111M,COMM,Pop MusSoc Prac&Cult Politics,5.34,2.965,B- (2.7)
COMM 111N,COMM,Cartoons,3.3649999999999998,3.71,A- (3.7)
COMM 111P,COMM,CCP:Perform & Cultural Studies,4.528888888888889,3.53375,B+ (3.3)
COMM 111P,COMM,Performance & Cultural Studies,4.695,3.0,B (3.0)
COMM 111T,COMM,CCP:Cultural Politics of Sport,4.965714285714285,3.512857142857143,B+ (3.3)
COMM 111T,COMM,The Cultural Politics of Sport,4.473333333333334,2.968,B- (2.7)
COMM 111W,COMM,The Politics of World Music,8.06,2.63,C+ (2.3)
COMM 112C,COMM,The Idea of Childhood,4.755,3.015,B (3.0)
COMM 112G,COMM,IM: Language & Globalization,3.986666666666667,3.5733333333333337,B+ (3.3)
COMM 112G,COMM,Language & Globalization,3.6900000000000004,2.9625,B- (2.7)
COMM 112M,COMM,Communication/Social Machines,4.93,3.14,B (3.0)
COMM 112M,COMM,IM: Comm & Social Machines,5.050000000000001,2.92,B- (2.7)
COMM 112T,COMM,IM:Interaction with Technology,3.855,3.04,B (3.0)
COMM 112T,COMM,Interaction With Technology,5.26,3.395,B+ (3.3)
COMM 113T,COMM,Intm Topics in Communication,4.5791176470588235,3.4646666666666666,B+ (3.3)
COMM 114D,COMM,CSI: New MediaYouth&Democracy,5.468571428571429,3.6385714285714283,B+ (3.3)
COMM 114E,COMM,CSI:GenderLabor-Global Econmy,5.826666666666667,3.39,B+ (3.3)
COMM 114E,COMM,GenderLabor&Cult/Global Econ,6.865,2.89,B- (2.7)
COMM 114F,COMM,CSI: LawComm&Freedm of Exprsn,5.645714285714286,3.0171428571428573,B (3.0)
COMM 114F,COMM,LawComm&Freedom of Expression,5.529999999999999,2.8375,B- (2.7)
COMM 114G,COMM,CSI: Gender and Science,4.703333333333333,3.3049999999999997,B+ (3.3)
COMM 114G,COMM,Gender and Science,5.316666666666666,3.1166666666666667,B (3.0)
COMM 114I,COMM,CSI: Media Tech&Social Mvments,5.14,3.3659999999999997,B+ (3.3)
COMM 114J,COMM,CSI: Food Justice,5.816666666666666,3.563333333333333,B+ (3.3)
COMM 114M,COMM,CSI: Communication and the Law,5.25,2.9225,B- (2.7)
COMM 114N,COMM,CSI:Com&the Law:The Body inLaw,5.302,3.374,B+ (3.3)
COMM 114P,COMM,CSI: Public History & Museums,4.085,2.84,B- (2.7)
COMM 114T,COMM,CSI: Science Communication,4.368,3.654,B+ (3.3)
COMM 120I,COMM,Social Issues Media Production,6.228,3.703333333333333,A- (3.7)
COMM 120M,COMM,AMP: Media Stereotypes,5.22,3.4133333333333336,B+ (3.3)
COMM 120N,COMM,AMP: News Media Workshop,4.325555555555556,3.7342857142857144,A- (3.7)
COMM 120N,COMM,News Media Workshop,3.5725000000000002,3.67125,B+ (3.3)
COMM 120P,COMM,Digital Media Pedagogy,5.173333333333333,3.85,A- (3.7)
COMM 120W,COMM,AMP: Writing for Digital Media,3.33,3.685,B+ (3.3)
COMM 124,COMM,Critical Design/Advanced,6.35,3.44,B+ (3.3)
COMM 124A,COMM,Critical Design/Adv Studio,5.832857142857143,3.481666666666667,B+ (3.3)
COMM 124B,COMM,Critical Design/Topic Studio,6.096,3.62,B+ (3.3)
COMM 126,COMM,Children and Media,4.856842105263158,3.135882352941177,B (3.0)
COMM 127,COMM,The Problem of Voice,4.898571428571429,3.293333333333333,B (3.0)
COMM 128,COMM,Education & Global Citizenship,4.337142857142857,3.5700000000000003,B+ (3.3)
COMM 129,COMM,Race & Violence in MultiCul CA,4.615,3.48,B+ (3.3)
COMM 131,COMM,Comm Dissent Social Mvments,4.673333333333334,3.4825,B+ (3.3)
COMM 132,COMM,Adv Studies-Comm Poli & Socty,5.34,3.2175,B (3.0)
COMM 132,COMM,Adv Topics-Comm Poli & Socty,4.791111111111111,3.4457142857142857,B+ (3.3)
COMM 132,COMM,Adv Topics/Comm Social Force,4.798846153846154,3.193,B (3.0)
COMM 133,COMM,Television and Citizenship,4.715,3.2728571428571427,B (3.0)
COMM 134,COMM,Media Audiences,4.1,3.3840000000000003,B+ (3.3)
COMM 135,COMM,Cont Minority Media&Festiv exp,5.39,3.55,B+ (3.3)
COMM 136,COMM,Transmedia,4.543333333333333,3.4166666666666665,B+ (3.3)
COMM 137,COMM,Black Women Filmmakers,3.39,3.46,B+ (3.3)
COMM 138,COMM,Black WomenFeminism & Media,6.0088888888888885,3.124,B (3.0)
COMM 139,COMM,Black Popular Music,4.135,2.95,B- (2.7)
COMM 140,COMM,Cinema in Latin America,4.325714285714286,3.5100000000000002,B+ (3.3)
COMM 141,COMM,African Cinema,3.63,3.48,B+ (3.3)
COMM 142,COMM,Cinema of the Cuban Revolution,5.17,2.91,B- (2.7)
COMM 142,COMM,Film Authorship,6.3,3.19,B (3.0)
COMM 143,COMM,Science Fiction,5.0920000000000005,3.165,B (3.0)
COMM 144,COMM,American Television in 1970's,3.4699999999999998,3.3449999999999998,B+ (3.3)
COMM 145,COMM,History Memory &Popular Cultr,4.703333333333333,3.2775,B (3.0)
COMM 146,COMM,Adv Studies in Cultural Prodct,5.220625,3.61,B+ (3.3)
COMM 146,COMM,Adv Studies-Cultural Prductn,4.7768421052631584,3.7175,A- (3.7)
COMM 146,COMM,Adv Topics-Cultural Production,4.193,3.6550000000000002,B+ (3.3)
COMM 146,COMM,Adv Topics/Communication Cult,4.7299999999999995,3.2115789473684213,B (3.0)
COMM 151,COMM,The Info Age: Fact & Fiction,4.7325,3.401666666666667,B+ (3.3)
COMM 151,COMM,The Information Age:Fact&Fictn,5.44,2.7900000000000005,B- (2.7)
COMM 152,COMM,Global Econ & Consumer Culture,6.130000000000001,3.24,B (3.0)
COMM 153,COMM,Architecture as Communication,4.7575,3.3183333333333334,B+ (3.3)
COMM 154,COMM,Populr Cultr/Contemporary Life,4.5649999999999995,3.013333333333333,B (3.0)
COMM 155,COMM,Latino Space Place & Culture,4.783333333333334,3.275,B (3.0)
COMM 155,COMM,Latinx Space Place & Culture,4.5,3.79,A- (3.7)
COMM 156,COMM,Media and Conflict Environment,3.36,3.42,B+ (3.3)
COMM 158,COMM,Rep/Israeli/Pal Conflict,5.422222222222222,3.38125,B+ (3.3)
COMM 159,COMM,Staging the Other,4.725,3.395,B+ (3.3)
COMM 159,COMM,Tourism Power & Place,4.3533333333333335,3.766666666666667,A- (3.7)
COMM 160,COMM,Poli Economy-Internatl Comm,5.702857142857143,3.4466666666666668,B+ (3.3)
COMM 160,COMM,Political Econ/Interntnl Comm,5.436,2.956666666666667,B- (2.7)
COMM 162,COMM,Adv Studies in Cul Industries,4.4688888888888885,3.39,B+ (3.3)
COMM 163,COMM,Concepts of Freedom,6.356153846153846,3.060833333333333,B (3.0)
COMM 164,COMM,Invisible Geog Power&Inequal,5.765,3.45,B+ (3.3)
COMM 166,COMM,Surveillance Media & Risk Soc,4.3938461538461535,3.4275,B+ (3.3)
COMM 167,COMM,Reproductive Discourse&Gender,4.83,3.46,B+ (3.3)
COMM 168,COMM,Bilingual Communication,4.494,3.3111111111111113,B+ (3.3)
COMM 169,COMM,Deaf Culture in the US,4.34,3.38,B+ (3.3)
COMM 169,COMM,Voice: Deaf People in America,3.5675,3.22,B (3.0)
COMM 170,COMM,Biography & Life Stories,4.465999999999999,3.37,B+ (3.3)
COMM 171,COMM,Communication & Environment,4.628333333333333,3.02,B (3.0)
COMM 171,COMM,Environmental Communication,4.892222222222222,3.44875,B+ (3.3)
COMM 172,COMM,Adv Study - Mediation Interact,4.64,3.33,B+ (3.3)
COMM 172,COMM,Adv Topics-Mediation Interact,3.8166666666666664,3.35,B+ (3.3)
COMM 172,COMM,Advanced Topics/Communication,4.806875,3.2044444444444444,B (3.0)
COMM 173,COMM,Interaction with Technology,4.845714285714286,3.4514285714285715,B+ (3.3)
COMM 174,COMM,Comm & Social Machines,4.8,3.6125,B+ (3.3)
COMM 175,COMM,Cultures of Consumption,5.593333333333334,3.5366666666666666,B+ (3.3)
COMM 176,COMM,Communication and Religion,6.101666666666667,2.875,B- (2.7)
COMM 177,COMM,Culture Domination & Resistnce,5.045,3.645,B+ (3.3)
COMM 179,COMM,Global Nature/Global Culture,4.445,3.415,B+ (3.3)
COMM 179,COMM,Media&Tech:Global Nature Cult,5.13,3.63,B+ (3.3)
COMM 180,COMM,Adv Communication Theory,5.915,3.395,B+ (3.3)
COMM 181,COMM,Citizen Consumers,4.4399999999999995,3.9050000000000002,A- (3.7)
COMM 181,COMM,Neoliberal Cities,3.63,3.7,A- (3.7)
COMM 182,COMM,Education & Global Citizenship,3.3800000000000003,3.4749999999999996,B+ (3.3)
COMM 183,COMM,Global Econ & Consumer Culture,6.6866666666666665,3.31,B+ (3.3)
COMM 190,COMM,Junior Seminar in Comm,5.346363636363636,3.498684210526316,B+ (3.3)
COMM 20,COMM,Media Forms and Cultures,2.8499999999999996,3.37,B+ (3.3)
COMM 30,COMM,Digital Media Literacy,2.95,3.685,B+ (3.3)
COMT 100,COMT,Non-Linear Digital Editing,7.77875,3.621,B+ (3.3)
COMT 104,COMT,Studio/TV,4.6579999999999995,3.85,A- (3.7)
COMT 105,COMT,Media Stereotypes,6.39,3.1799999999999997,B (3.0)
COMT 109,COMT,Digital Media Pedagogy,5.173333333333333,3.85,A- (3.7)
COMT 110,COMT,News Media Workshop,3.5725000000000002,3.67125,B+ (3.3)
COMT 111A,COMT,Communicating and Computers,4.263333333333333,3.473333333333333,B+ (3.3)
COMT 115,COMT,Media&Design/Soc Lrn Contexts,6.483125,3.5483333333333333,B+ (3.3)
COMT 116,COMT,Practicum in Child Development,6.475882352941177,3.218,B (3.0)
COMT 120,COMT,Documentary Sketchbook,7.41090909090909,3.67,B+ (3.3)
COMT 122,COMT,Social Issues Media Production,6.228,3.703333333333333,A- (3.7)
COMT 175,COMT,Adv Topics/Comm: Media Methods,5.056315789473683,3.375,B+ (3.3)
COMT 175A,COMT,Adv Topics/Comm: Media Methods,6.823333333333334,3.7566666666666664,A- (3.7)
COSF 100,COSF,Intro/Communication/Soc Force,6.175454545454546,3.1028571428571428,B (3.0)
COSF 124,COSF,Black WomenFeminism & Media,5.795,3.1500000000000004,B (3.0)
COSF 126,COSF,The Information Age:Fact&Fictn,5.44,2.7900000000000005,B- (2.7)
COSF 127,COSF,The Internet Industry,5.5,2.97,B- (2.7)
COSF 129,COSF,Television and Citizenship,5.045,3.145,B (3.0)
COSF 130,COSF,History of Electronic Media,6.84,2.95,B- (2.7)
COSF 134,COSF,CommunicationPolitics&Citizen,5.037999999999999,3.255,B (3.0)
COSF 139,COSF,LawComm&Freedom of Expression,5.529999999999999,2.82,B- (2.7)
COSF 139A,COSF,LawComm&Freedom of Expression,5.3133333333333335,2.8666666666666667,B- (2.7)
COSF 139B,COSF,LawComm&Freedom of Expression,5.626666666666666,2.8449999999999998,B- (2.7)
COSF 140A,COSF,Comparative Media Systems:Asia,5.398,3.312,B+ (3.3)
COSF 140B,COSF,Comparatv Media Systems:Europe,4.970000000000001,3.2359999999999998,B (3.0)
COSF 140C,COSF,Comp Media Syst:Lat Amr&Carbbn,5.112,3.29,B (3.0)
COSF 141,COSF,History/US Telecommunications,4.54,2.7733333333333334,B- (2.7)
COSF 142,COSF,Intrnt in Soc & Hist Perspectv,4.55,3.3166666666666664,B+ (3.3)
COSF 143,COSF,Propaganda and Persuasion,8.1,3.25,B (3.0)
COSF 169,COSF,LawComm&Freedom of Expression,5.626666666666666,2.8449999999999998,B- (2.7)
COSF 171A,COSF,American News Media,4.2299999999999995,3.0,B (3.0)
COSF 175,COSF,Adv Topics/Comm Social Force,4.798846153846154,3.193,B (3.0)
COSF 177,COSF,Comparative Authoritarianisms,5.28,3.13,B (3.0)
COSF 180,COSF,Political Economy/Mass Comm,2.8600000000000003,3.435,B+ (3.3)
COSF 181,COSF,Political Econ/Interntnl Comm,5.436,2.956666666666667,B- (2.7)
COSF 182,COSF,Surveillance Media & Risk Soc,4.68,3.27,B (3.0)
COSF 183,COSF,The Politics of World Music,8.06,2.63,C+ (2.3)
COSF 184,COSF,Mass Media &Politics in Africa,3.84,2.8800000000000003,B- (2.7)
COSF 185,COSF,GenderLabor&Cult/Global Econ,6.865,2.9425,B- (2.7)
COSF 186,COSF,The Film Industry,4.91,3.148,B (3.0)
COSF 188,COSF,Represen/Israeli/Palestin Conf,5.285,3.41,B+ (3.3)
CSE 100,CSE,Advanced Data Structures,11.260434782608696,3.0286363636363633,B (3.0)
CSE 100R,CSE,Advanced Data Structures,8.243333333333334,3.4933333333333336,B+ (3.3)
CSE 101,CSE,Design & Analysis of Algorithm,8.902244897959184,3.1322826086956526,B (3.0)
CSE 103,CSE,Practical Intro/Prob & Stats,6.45764705882353,3.3106666666666666,B+ (3.3)
CSE 105,CSE,Intro/Theory of Computation,7.903488372093023,2.6969230769230768,C+ (2.3)
CSE 105,CSE,Theory of Computation,8.505925925925926,3.218888888888889,B (3.0)
CSE 106,CSE,Discrete/Cont Optimization,8.785,3.12,B (3.0)
CSE 107,CSE,Intro to Modern Cryptography,7.94842105263158,2.9989473684210526,B- (2.7)
CSE 107,CSE,Intro/Modern Cryptography,6.4525,3.19,B (3.0)
CSE 11,CSE,Accel. Intro to Programming,8.816363636363636,3.333636363636364,B+ (3.3)
CSE 11,CSE,Intr/Computer Sci&Obj-Ori:Java,10.35645569620253,3.1493421052631576,B (3.0)
CSE 110,CSE,Software Engineering,9.312241379310345,3.2775,B (3.0)
CSE 111,CSE,Objt. Oriented Software Design,5.166,3.035,B (3.0)
CSE 112,CSE,Advanced Software Engineering,8.345454545454546,3.3890000000000002,B+ (3.3)
CSE 118,CSE,Ubiquitous Computing,7.0600000000000005,3.552857142857143,B+ (3.3)
CSE 12,CSE,Basic Data Struct & OO Design,11.574732142857144,3.0672477064220183,B (3.0)
CSE 120,CSE,Princ/Computer Operating Systm,10.691159420289855,3.003076923076923,B (3.0)
CSE 123,CSE,Computer Networks,9.834193548387097,2.9603333333333333,B- (2.7)
CSE 124,CSE,Networked Services,8.087692307692308,3.3000000000000003,B+ (3.3)
CSE 125,CSE,Software Sys Design & Implemnt,15.42375,3.992,A- (3.7)
CSE 127,CSE,Intro to Computer Security,9.085625,3.0915624999999998,B (3.0)
CSE 127,CSE,Intro/Computer Security,7.090000000000001,3.0866666666666664,B (3.0)
CSE 130,CSE,Progrmng Lang:Princpl&Paradigm,8.851454545454546,3.2709803921568628,B (3.0)
CSE 131,CSE,Compiler Construction,13.91235294117647,2.8908823529411762,B- (2.7)
CSE 132A,CSE,Database System Principles,6.447222222222222,3.0186111111111114,B (3.0)
CSE 132B,CSE,Database System Applications,8.777333333333333,3.513076923076923,B+ (3.3)
CSE 132C,CSE,Database System Implementation,9.1275,3.41,B+ (3.3)
CSE 134B,CSE,Web Client Languages,10.055555555555555,3.1191304347826083,B (3.0)
CSE 135,CSE,Online Database Analytics Appl,12.76,3.2275,B (3.0)
CSE 135,CSE,Server-side Web Applications,9.89090909090909,3.0799999999999996,B (3.0)
CSE 136,CSE,Enterprise-class Web Applcatns,8.983333333333333,3.4125,B+ (3.3)
CSE 140,CSE,Component&Desgn Tech/Digtl Sys,8.541851851851852,3.010958904109589,B (3.0)
CSE 140L,CSE,Digital Systems Laboratory,9.352588235294117,3.3870666666666667,B+ (3.3)
CSE 141,CSE,Intro/Computer Architecture,8.029,3.11109375,B (3.0)
CSE 141L,CSE,Project/Computer Architecture,10.770779220779222,3.3937142857142857,B+ (3.3)
CSE 142,CSE,Comp Arch Software Perspective,8.315714285714286,3.312857142857143,B+ (3.3)
CSE 142L,CSE,Software Proj Comp Arch,11.037142857142857,3.5471428571428576,B+ (3.3)
CSE 143,CSE,Microelectronic System Design,6.796923076923077,3.358571428571428,B+ (3.3)
CSE 145,CSE,Embedded System Design Project,10.314615384615385,3.947142857142857,A- (3.7)
CSE 150,CSE,Int Artif Intell:Search&Reason,8.393333333333333,3.0999999999999996,B (3.0)
CSE 150A,CSE,AI: Probabilistic Models,9.236,3.526,B+ (3.3)
CSE 150B,CSE,AI: Search and Reasoning,6.91,3.7475,A- (3.7)
CSE 151,CSE,Intro to A.I. Stats Approach,7.720000000000001,3.4694444444444446,B+ (3.3)
CSE 151A,CSE,Intro to Machine Learning,7.890000000000001,3.651,B+ (3.3)
CSE 151B,CSE,Deep Learning,12.588333333333333,3.608333333333333,B+ (3.3)
CSE 152,CSE,Intro to Computer Vision,10.368571428571428,3.097142857142857,B (3.0)
CSE 152A,CSE,Intro to Comp Vision I,8.853333333333333,3.5933333333333333,B+ (3.3)
CSE 152B,CSE,Intro to Comp Vision II,8.826666666666666,3.766666666666667,A- (3.7)
CSE 154,CSE,Deep Learning,14.76,3.48,B+ (3.3)
CSE 156,CSE,Statistical NLP,9.75,3.263333333333333,B (3.0)
CSE 158,CSE,Recommender Sys&Web Mining,8.195,3.5625,B+ (3.3)
CSE 158R,CSE,Recommender Sys&Web Mining,6.95,3.88,A- (3.7)
CSE 15L,CSE,Software Tools&Techniques Lab,4.178294573643411,3.2889516129032255,B (3.0)
CSE 160,CSE,Intro to Parallel Computing,8.701666666666666,3.063636363636364,B (3.0)
CSE 163,CSE,Advanced Computer Graphics,10.41,3.515,B+ (3.3)
CSE 165,CSE,3D User Interaction,11.034444444444444,3.83,A- (3.7)
CSE 166,CSE,Image Processing,9.274615384615384,3.1575,B (3.0)
CSE 167,CSE,Computer Graphics,12.999615384615385,3.3464,B+ (3.3)
CSE 168,CSE,Computer Graphics II:Rendering,13.186153846153845,3.347,B+ (3.3)
CSE 169,CSE,Computer Animation,9.070833333333333,3.438181818181818,B+ (3.3)
CSE 170,CSE,Human-Comp Interaction Design,4.46,3.55,B+ (3.3)
CSE 170,CSE,Interaction Design,9.365,3.5909999999999997,B+ (3.3)
CSE 170,CSE,Introduction to HCI Design,10.205,3.365,B+ (3.3)
CSE 175,CSE,Entrepreneurship for Engineers,5.8914285714285715,3.2975,B (3.0)
CSE 176A,CSE,Healthcare Robotics,6.94,3.715,A- (3.7)
CSE 176A,CSE,Maker Topics: HHC Robotics,5.17,3.77,A- (3.7)
CSE 180,CSE,Biology Meets Computing,6.835,3.51,B+ (3.3)
CSE 181,CSE,Molecular Sequence Analysis,13.397058823529411,3.17,B (3.0)
CSE 182,CSE,Biological Databases,9.844666666666665,3.5033333333333334,B+ (3.3)
CSE 185,CSE,Advanced Bioinformatics Lab,9.323333333333332,3.526666666666667,B+ (3.3)
CSE 190,CSE,Top/Computer Sci & Engineering,6.14,3.3449999999999998,B+ (3.3)
CSE 190,CSE,Topics/Computer Sci & Engineer,7.946567164179104,3.5308602150537634,B+ (3.3)
CSE 191,CSE,Semnr/Computer Sci & Engineer,3.0184615384615388,3.7645000000000004,A- (3.7)
CSE 193,CSE,Introduction to CS Research,8.324000000000002,3.8240000000000003,A- (3.7)
CSE 194,CSE,Race Gender & Computing,4.7475000000000005,3.6875,B+ (3.3)
CSE 20,CSE,Discrete Mathematics,7.964999999999999,3.366923076923077,B+ (3.3)
CSE 20,CSE,Intro/Discrete Mathematics,6.751884057971014,3.00953125,B (3.0)
CSE 21,CSE,Math/Algorithm&Systems Analys,7.033936170212765,3.2175581395348836,B (3.0)
CSE 3,CSE,Fluency/Information Technology,3.981733333333333,3.376714285714286,B+ (3.3)
CSE 30,CSE,Computer Organiz&Systms Progrm,11.663428571428572,3.006930693069307,B (3.0)
CSE 5A,CSE,Introduction to Programming I,7.630731707317073,3.1366666666666667,B (3.0)
CSE 6R,CSE,Intr/CompSci&Obj-Ori:Python,6.18,2.92,B- (2.7)
CSE 7,CSE,Intro Programming MATLAB,5.4565,3.2135,B (3.0)
CSE 7,CSE,Intro/Programming with MATLAB,6.23,3.05,B (3.0)
CSE 70,CSE,Software Engineering,7.703,2.93625,B- (2.7)
CSE 8A,CSE,Intro to Programming 1,7.536428571428572,3.418214285714286,B+ (3.3)
CSE 8A,CSE,Intro/Computer Sci: Java,8.144047619047619,3.252619047619048,B (3.0)
CSE 8A,CSE,Intro/Computer Science: Java,6.352,2.892,B- (2.7)
CSE 8A,CSE,Intro/Computer Science: Java A,6.56,3.2747058823529414,B (3.0)
CSE 8AL,CSE,Intro/Computer Science:JavaLab,3.513943661971831,3.1720588235294116,B (3.0)
CSE 8B,CSE,Intro to Programming 2,9.120909090909091,3.0872727272727274,B (3.0)
CSE 8B,CSE,Intro/Computer Sci. Java,11.118285714285713,3.179142857142857,B (3.0)
CSE 8B,CSE,Intro/Computer Science: Java,8.4775,2.91,B- (2.7)
CSE 8B,CSE,Intro/Computer Science: Java B,9.541818181818181,2.950909090909091,B- (2.7)
CSS 1,CSS,Prog Computational Social Sci,6.002222222222223,3.301111111111111,B+ (3.3)
CSS 100,CSS,Advanced Programming: CSS,5.236666666666667,3.64,B+ (3.3)
CSS 2,CSS,Data/Model Programming: CSS,6.579999999999999,3.725,A- (3.7)
DOC 1,DOC,Diversity,5.130199999999999,3.3664,B+ (3.3)
DOC 100,DOC,Spec Top/DiverstyJustce&Imagn,5.912,3.41,B+ (3.3)
DOC 100D,DOC,Promises&Contradictions/USCult,7.483823529411764,3.4070588235294115,B+ (3.3)
DOC 100D,DOC,Spec Top/DiverstyJustce&Imagn,5.912,3.41,B+ (3.3)
DOC 2,DOC,Justice,5.236862745098039,3.342,B+ (3.3)
DOC 3,DOC,Imagination,4.468461538461539,3.4037254901960785,B+ (3.3)
DSC 10,DSC,Introduction to Programming,7.364,3.032,B (3.0)
DSC 10,DSC,Principles of Data Science,8.024411764705881,3.208529411764706,B (3.0)
DSC 100,DSC,Intro to Data Management,6.434,3.736666666666667,A- (3.7)
DSC 102,DSC,Systems for Scalable Analytics,8.8175,3.58125,B+ (3.3)
DSC 104,DSC,Beyond Relational Data Mgmt,7.135,3.92,A- (3.7)
DSC 106,DSC,Intro to Data Visualization,8.804545454545455,3.6436363636363636,B+ (3.3)
DSC 120,DSC,Signal Processing/Data Analys,9.615,3.52,B+ (3.3)
DSC 140A,DSC,Probabilistic Modeling and ML,7.75,3.3775,B+ (3.3)
DSC 140B,DSC,Representation Learning,6.085,3.4050000000000002,B+ (3.3)
DSC 148,DSC,Introduction to Data Mining,6.86,3.82,A- (3.7)
DSC 160,DSC,Data Science and the Arts,5.59,3.83,A- (3.7)
DSC 161,DSC,Text as Data,6.375,3.62,B+ (3.3)
DSC 167,DSC,Fairness&AlgorithmicDecisions,5.65,3.435,B+ (3.3)
DSC 170,DSC,Spatial Data Science and Appl,10.48,3.814,A- (3.7)
DSC 180A,DSC,Data Science Project I,8.39625,3.74875,A- (3.7)
DSC 180B,DSC,Data Science Project II,9.733333333333333,3.9175,A- (3.7)
DSC 190,DSC,Topics in Data Science,6.682173913043478,3.8249999999999997,A- (3.7)
DSC 20,DSC,Intro to Data Structures,10.545,2.935,B- (2.7)
DSC 20,DSC,Prgrmng/DataStruc for Data Sci,10.667142857142858,3.1,B (3.0)
DSC 30,DSC,DataStrc/Algrthms for Data Sci,12.402941176470588,2.9435294117647057,B- (2.7)
DSC 30,DSC,Representations of Data,13.676666666666668,2.785,B- (2.7)
DSC 40A,DSC,Theor Fndtns of Data Sci I,8.706521739130435,3.12,B (3.0)
DSC 40B,DSC,Theor Fndtns of Data Sci II,6.331818181818182,3.306190476190476,B+ (3.3)
DSC 80,DSC,Practice of Data Science,13.104000000000001,3.244,B (3.0)
DSGN 1,DSGN,Design of Everyday Things,5.184,3.566,B+ (3.3)
DSGN 100,DSGN,Information Design,6.61,3.77,A- (3.7)
DSGN 100,DSGN,Prototyping,6.866,3.6546153846153846,B+ (3.3)
DSGN 118,DSGN,Dsgn Creativity/Productivity,5.536666666666666,3.6166666666666667,B+ (3.3)
DSGN 160,DSGN,Special Topics in Design,5.918,3.73,A- (3.7)
ECE 100,ECE,Linear Electronic Systems,9.1,2.7751724137931038,B- (2.7)
ECE 101,ECE,Linear Systems Fundamentals,8.738823529411764,2.753333333333333,B- (2.7)
ECE 102,ECE,Intro/Active Circuit Design,9.711379310344828,2.642413793103448,C+ (2.3)
ECE 103,ECE,Fundamntls/Devices & Materials,7.54897435897436,2.88,B- (2.7)
ECE 107,ECE,Electromagnetism,9.119565217391305,2.7306818181818184,B- (2.7)
ECE 108,ECE,Digital Circuits,8.954166666666667,2.7975,B- (2.7)
ECE 109,ECE,Engineering Probability&Stats,7.045714285714286,2.6341463414634148,C+ (2.3)
ECE 111,ECE,Advanced Digital Design Proj,8.299574468085106,3.4326829268292687,B+ (3.3)
ECE 115,ECE,Fast Prototyping,13.055000000000001,3.6633333333333336,B+ (3.3)
ECE 118,ECE,Computer Interfacing,8.797142857142857,3.07,B (3.0)
ECE 120,ECE,Solar System Physics,3.378,3.1722222222222225,B (3.0)
ECE 121,ECE,Energy Conversion,8.21,2.75,B- (2.7)
ECE 121A,ECE,Power Sys Analysis & Fundmntls,8.775714285714285,3.087142857142857,B (3.0)
ECE 121B,ECE,Energy Conversion,8.785714285714286,3.105714285714286,B (3.0)
ECE 123,ECE,Antenna Systems Engineering,8.300625,3.0300000000000002,B (3.0)
ECE 124,ECE,Motor Drives,12.475,3.63,B+ (3.3)
ECE 125A,ECE,Intro to Power Electronics I,8.99,3.062222222222222,B (3.0)
ECE 125B,ECE,Intro to Power Electronics II,10.24,3.2711111111111113,B (3.0)
ECE 128A,ECE,Real Wrld Pwr Grid Operation,5.9875,3.5475,B+ (3.3)
ECE 128B,ECE,Power Grid Modernization,5.72,3.5375,B+ (3.3)
ECE 128C,ECE,Power Grid Resiliency,5.656666666666666,3.8266666666666667,A- (3.7)
ECE 134,ECE,Electrnc Materls Sci/Integ Cir,6.1414285714285715,3.325714285714286,B+ (3.3)
ECE 135A,ECE,Semiconductor Physics,6.77625,2.8120000000000003,B- (2.7)
ECE 135B,ECE,Electronic Devices,9.404,3.18,B (3.0)
ECE 136L,ECE,Microelectronics Laboratory,11.975263157894737,3.195,B (3.0)
