Course Code,Department,Course Name,Study Hours per Week,Average GPA Received,Average Letter Grade Received
LIGN 152,LIGN,Indigenous Languages/Americas,4.94,3.365,B+ (3.3)
LIGN 154,LIGN,Language and Consciousness,4.54,3.1533333333333338,B (3.0)
LIGN 155,LIGN,Evolution of Language,6.161428571428572,3.0957142857142856,B (3.0)
LIGN 160,LIGN,Pragmatics,4.133333333333334,3.1649999999999996,B (3.0)
LIGN 165,LIGN,Computational Linguistics,5.764,3.338888888888889,B+ (3.3)
LIGN 167,LIGN,Deep Learning/Natural Language,6.4175,3.455,B+ (3.3)
LIGN 17,LIGN,Making and Breaking Codes,3.255,3.084,B (3.0)
LIGN 170,LIGN,Psycholinguistics,4.501538461538462,3.41,B+ (3.3)
LIGN 171,LIGN,Child Language Acquisition,4.309,3.068,B (3.0)
LIGN 172,LIGN,Language and the Brain,5.45,3.085,B (3.0)
LIGN 174,LIGN,Gender & Language in Society,3.673333333333334,3.36,B+ (3.3)
LIGN 175,LIGN,Sociolinguistics,3.827777777777778,3.4722222222222223,B+ (3.3)
LIGN 176,LIGN,Language/Politics&Advertising,4.690909090909091,3.4263636363636363,B+ (3.3)
LIGN 177,LIGN,Multilingualism,3.918,3.106,B (3.0)
LIGN 178,LIGN,Spanish Sociolinguistics,3.145,3.29,B (3.0)
LIGN 179,LIGN,Second Lang Acquisition Resrc,6.263333333333333,3.131111111111111,B (3.0)
LIGN 180,LIGN,Lang Representation in Brain,6.331666666666667,3.1366666666666667,B (3.0)
LIGN 180,LIGN,Language and the Brain,5.45,3.085,B (3.0)
LIGN 181,LIGN,Lang Processing in the Brain,7.0683333333333325,3.1119999999999997,B (3.0)
LIGN 187GS,LIGN,Art Lang & Culture-Flamenco,3.8659999999999997,3.84,A- (3.7)
LIGN 4,LIGN,Language Communication &Mind,3.56,2.77,B- (2.7)
LIGN 4,LIGN,Language as a Cognitive System,4.297777777777778,2.8355555555555556,B- (2.7)
LIGN 42,LIGN,The Linguistics of Memes,1.86,3.71,A- (3.7)
LIGN 5,LIGN,Linguistics of Invented Lang,2.84,3.02125,B (3.0)
LIGN 6,LIGN,Computers and Language,3.265,3.5875,B+ (3.3)
LIGN 7,LIGN,Sign Language and its Culture,3.5790909090909087,2.88,B- (2.7)
LIGN 7,LIGN,Sign Languages&Their Cultures,3.455454545454546,3.2950000000000004,B (3.0)
LIGN 8,LIGN,Languages & Cultures/America,3.5708333333333337,3.4583333333333335,B+ (3.3)
LIHL 112,LIHL,Filipino for Filipino Speakers,3.8438095238095236,3.4618181818181815,B+ (3.3)
LIHL 112F,LIHL,Filipino for Filipino Speakers,3.7985714285714285,3.311666666666667,B+ (3.3)
LIHL 112P,LIHL,Filipino for Filipino Speakers,3.42375,3.373333333333333,B+ (3.3)
LIHL 112W,LIHL,Filipino for Filipino Speakers,4.0775,3.5549999999999997,B+ (3.3)
LIHL 113,LIHL,Armenian for Armenian Speakers,5.09,3.89,A- (3.7)
LIHL 114,LIHL,Vietnamese for Vietn Speakers,4.231,3.3659999999999997,B+ (3.3)
LIHL 114,LIHL,Vietnamese:Communicatn&Culture,3.3216666666666668,3.39,B+ (3.3)
LIHL 114F,LIHL,Beginning Vietnamese for Vietn,3.9177777777777774,3.4050000000000002,B+ (3.3)
LIHL 114P,LIHL,Beginning Vietnamese for Vietn,4.535714285714286,3.06,B (3.0)
LIHL 114W,LIHL,Beginning Vietnamese for Vietn,3.4755555555555557,3.48,B+ (3.3)
LIHL 115,LIHL,Korean for Korean Speakers,5.177777777777778,3.67,B+ (3.3)
LIHL 115P,LIHL,Korean for Korean Speakers,3.375,3.97,A- (3.7)
LIHL 117,LIHL,Persian for Persian Speakers,3.508095238095238,3.7011111111111115,A- (3.7)
LIHL 117P,LIHL,Persian for Persian Speakers,3.93125,3.855,A- (3.7)
LIHL 117W,LIHL,Persian for Persian Speakers,3.8375,3.95,A- (3.7)
LIHL 118,LIHL,Cantonese for Cantonse Speaker,4.256666666666667,3.6075,B+ (3.3)
LIHL 119,LIHL,Hindi for Hindi Speakers,3.2016666666666667,3.805,A- (3.7)
LIHL 119F,LIHL,Hindi for Hindi Speakers,2.81,3.745,A- (3.7)
LIHL 119P,LIHL,Hindi for Hindi Speakers,3.6333333333333333,3.626666666666667,B+ (3.3)
LIHL 119W,LIHL,Hindi for Hindi Speakers,3.795714285714286,3.625,B+ (3.3)
LIHL 124P,LIHL,Int Vietnamese/Vietnamese Spkr,4.348333333333334,3.5949999999999998,B+ (3.3)
LIHL 124W,LIHL,Int Vietnamese/Vietnamese Spkr,3.1,3.52,B+ (3.3)
LIHL 132,LIHL,Adv Filipino for Filip Speaker,3.4690476190476187,3.63,B+ (3.3)
LIHL 132F,LIHL,Adv Filipino/Filipino Spkrs,4.261428571428572,3.46,B+ (3.3)
LIHL 132P,LIHL,Adv Filipino/Filipino Spkrs,3.3628571428571425,3.4299999999999997,B+ (3.3)
LIHL 134,LIHL,Adv Vietnamese for Viet Speakr,5.516666666666667,3.5066666666666664,B+ (3.3)
LIHL 135,LIHL,Adv Korean for Korean Speakers,5.41,3.58,B+ (3.3)
LTAF 120,LTAF,Lit & Film of Modern Africa,6.398571428571429,3.2199999999999998,B (3.0)
LTAM 108,LTAM,Intellectual & Political Trad.,4.9350000000000005,3.3449999999999998,B+ (3.3)
LTAM 110,LTAM,Latin American Lit/Translation,5.587894736842105,3.471666666666667,B+ (3.3)
LTAM 111,LTAM,Comparative Caribbean Discours,6.1,3.61,B+ (3.3)
LTAM 130,LTAM,Reading North by South,4.18,3.63,B+ (3.3)
LTAM 140,LTAM,Topics in Culture and Politics,6.535,3.63,B+ (3.3)
LTCH 101,LTCH,Readings/Contemp Chinese Lit,5.62,3.518333333333333,B+ (3.3)
LTCS 100,LTCS,Theories & Methods/Cult Stdies,4.9875,3.3575,B+ (3.3)
LTCS 102,LTCS,Practicing Cultural Studies,5.396666666666666,3.95,A- (3.7)
LTCS 110,LTCS,Popular Culture,4.439,3.4699999999999998,B+ (3.3)
LTCS 110GS,LTCS,Popular Culture,5.23,4.0,A+/A (4.0)
LTCS 111,LTCS,Topics/Pop Culture/Historical,4.484,3.67,B+ (3.3)
LTCS 111GS,LTCS,Topics/Pop Culture/Historical,6.0,3.97,A- (3.7)
LTCS 119,LTCS,Asian American Film and Media,6.043333333333333,3.7133333333333334,A- (3.7)
LTCS 125,LTCS,Cult Persp/Immigratn & Citizen,3.13,3.96,A- (3.7)
LTCS 130,LTCS,GenderRace/EthnClass&Culture,4.4,3.601111111111111,B+ (3.3)
LTCS 131,LTCS,Topics/Queer Cultures,5.534000000000001,3.5475,B+ (3.3)
LTCS 132,LTCS,Topics/Social Identities/Media,4.0425,3.7750000000000004,A- (3.7)
LTCS 133,LTCS,Globalization & Culture,5.0025,3.6033333333333335,B+ (3.3)
LTCS 150,LTCS,Topics in Cultural Studies,5.3533333333333335,3.2600000000000002,B (3.0)
LTCS 165,LTCS,Spec Topics: Politics of Food,5.016249999999999,3.88875,A- (3.7)
LTCS 170,LTCS,Visual Culture,4.348,3.682857142857143,B+ (3.3)
LTCS 172,LTCS,Topics/Screening Race/Ethnicty,5.503333333333334,3.34,B+ (3.3)
LTCS 50,LTCS,Intro to Cultural Studies,4.055454545454546,3.6125,B+ (3.3)
LTCS 52,LTCS,Topics in Cultural Studies,3.7083333333333335,3.592727272727273,B+ (3.3)
LTEA 100A,LTEA,Classical Chin Poetry/Transltn,3.9000000000000004,3.24,B (3.0)
LTEA 100B,LTEA,Modern Chinese Poetry/Transltn,4.636666666666667,3.466666666666667,B+ (3.3)
LTEA 100C,LTEA,Contemp Chin Poetry/Transltn,3.7,3.36,B+ (3.3)
LTEA 110A,LTEA,Classicl Chinese Fict/Transltn,5.548181818181818,3.35,B+ (3.3)
LTEA 110B,LTEA,Modern Chinese Fictn/Transltn,5.790909090909091,3.5990909090909096,B+ (3.3)
LTEA 110C,LTEA,Contemp Chin Fiction/Translatn,6.061,3.5479999999999996,B+ (3.3)
LTEA 120A,LTEA,Chinese Films,5.922941176470588,3.460666666666667,B+ (3.3)
LTEA 120B,LTEA,Taiwan Films,5.236428571428571,3.3214285714285716,B+ (3.3)
LTEA 120C,LTEA,Hong Kong Films,5.211538461538462,3.4227272727272724,B+ (3.3)
LTEA 132,LTEA,Later Japanese Lit/Translatn,4.9772727272727275,3.621818181818182,B+ (3.3)
LTEA 138,LTEA,Japanese Films,4.000909090909091,3.806363636363636,A- (3.7)
LTEA 138GS,LTEA,Japanese Films,6.94,4.0,A+/A (4.0)
LTEA 140,LTEA,Modern Korean Lit/Translation,4.328333333333333,3.4466666666666668,B+ (3.3)
LTEA 141,LTEA,Mod Kor Lit 1945 to Present,5.3133333333333335,3.5980000000000003,B+ (3.3)
LTEA 142,LTEA,Korean Film Lit & Pop Culture,4.41,3.625,B+ (3.3)
LTEA 143,LTEA,Gndr&Sexuality/Kor'n Lit&Cult.,4.725714285714285,3.5799999999999996,B+ (3.3)
LTEA 144,LTEA,Korean American Literature,6.615,3.62,B+ (3.3)
LTEN 107,LTEN,Chaucer,5.958571428571429,3.5714285714285716,B+ (3.3)
LTEN 110,LTEN,The Renaissance:Themes&Issues,5.12,3.585,B+ (3.3)
LTEN 110,LTEN,Topics: The Renaissance,7.095,3.79,A- (3.7)
LTEN 112,LTEN,Shakespeare I: Elizabethan Prd,5.241428571428571,3.455,B+ (3.3)
LTEN 113,LTEN,Shakespeare II:Jacobean Period,5.926666666666667,3.3745454545454545,B+ (3.3)
LTEN 115A,LTEN,16th Century:Themes and Issues,5.98,3.12,B (3.0)
LTEN 117,LTEN,17th Century:Themes and Issues,4.445,2.99,B- (2.7)
LTEN 117A,LTEN,17th Century:Themes and Issues,4.445,2.99,B- (2.7)
LTEN 120,LTEN,18th Century:Themes and Issues,6.193333333333334,3.48,B+ (3.3)
LTEN 120,LTEN,Topics: The 18th Century,5.142,3.54,B+ (3.3)
LTEN 120A,LTEN,18th Century:Themes and Issues,6.193333333333334,3.48,B+ (3.3)
LTEN 124,LTEN,19th Century: Themes & Issues,4.43,3.3899999999999997,B+ (3.3)
LTEN 124,LTEN,Topics: The 19th Century,5.714444444444444,3.6466666666666665,B+ (3.3)
LTEN 125,LTEN,Romantic Poetry,5.782500000000001,3.2024999999999997,B (3.0)
LTEN 125B,LTEN,First Generatn Romantic Poets,4.61,3.01,B (3.0)
LTEN 125C,LTEN,Second Generatn Romantic Poets,5.54,3.21,B (3.0)
LTEN 127,LTEN,Victorian Poetry,4.665,3.2255555555555557,B (3.0)
LTEN 127A,LTEN,Victorian Period:Themes&Issues,5.045,3.455,B+ (3.3)
LTEN 127B,LTEN,Victorian Poetry,5.1433333333333335,3.063333333333334,B (3.0)
LTEN 130,LTEN,Modern Brit Lit,6.6,3.49,B+ (3.3)
LTEN 130GS,LTEN,Modern British Lit,4.07,3.74,A- (3.7)
LTEN 131GS,LTEN,British Literature and Culture,5.23,3.95,A- (3.7)
LTEN 132,LTEN,Topics/Modern Irish Literature,7.46,3.22,B (3.0)
LTEN 132,LTEN,Topics: Modern Irish Lit,4.7225,3.4666666666666663,B+ (3.3)
LTEN 138,LTEN,British Novel: 1680-1790,6.596666666666667,3.085,B (3.0)
LTEN 140,LTEN,British Novel: 1790-1830,6.274285714285715,3.4416666666666664,B+ (3.3)
LTEN 140,LTEN,Early 19th Cent. British Novel,5.574999999999999,3.165,B (3.0)
LTEN 141,LTEN,The High Victorian Novel,7.516666666666667,3.026666666666667,B (3.0)
LTEN 142,LTEN,British Novel: 1830-1890,6.721666666666667,3.53625,B+ (3.3)
LTEN 142,LTEN,The End of Victorianism,8.5,3.08,B (3.0)
LTEN 143,LTEN,English Novel/ 18th Century,6.016666666666667,3.5066666666666664,B+ (3.3)
LTEN 144,LTEN,British Novel: 1890-present,6.03875,3.675,B+ (3.3)
LTEN 144,LTEN,English Novel/ 19th Century,6.3,3.16,B (3.0)
LTEN 145,LTEN,English Novel/ 20th Century,5.5600000000000005,3.54,B+ (3.3)
LTEN 146,LTEN,Women & English/American Lit,6.895,2.9450000000000003,B- (2.7)
LTEN 147,LTEN,Metamorphoses of the Symbol,5.66,3.59,B+ (3.3)
LTEN 148,LTEN,Genres/English&American Lit,5.840434782608696,3.5053846153846155,B+ (3.3)
LTEN 149,LTEN,Themes/English&American Lit,6.0975,3.5933333333333333,B+ (3.3)
LTEN 149,LTEN,Topics: English-Language Lit,6.479166666666667,3.7575,A- (3.7)
LTEN 149GS,LTEN,Themes/English & American Lit,5.633333333333333,3.59,B+ (3.3)
LTEN 152,LTEN,Origins of American Literature,6.0042857142857144,3.665,B+ (3.3)
LTEN 153,LTEN,Revolutnry War/Early Natnl Prd,5.401999999999999,3.5700000000000003,B+ (3.3)
LTEN 154,LTEN,The American Renaissance,6.405333333333333,3.4270000000000005,B+ (3.3)
LTEN 155,LTEN,Interaction/Amer Lit&Vis Arts,5.634285714285714,3.1933333333333334,B (3.0)
LTEN 156,LTEN,Amer Lit/Civil War-World War I,7.29,3.4050000000000002,B+ (3.3)
LTEN 158,LTEN,Modern American Literature,5.967777777777778,3.2466666666666666,B (3.0)
LTEN 158GS,LTEN,Topics/Modrn Americn Literatre,5.573333333333333,3.59,B+ (3.3)
LTEN 159,LTEN,Contemporary Amer. Literature,5.363333333333333,3.26,B (3.0)
LTEN 159,LTEN,Contemporary American Lit,5.404375,3.402727272727273,B+ (3.3)
LTEN 160,LTEN,Ideas&Photo Images/Amer Cultr,6.29,3.35,B+ (3.3)
LTEN 169,LTEN,Topics in Latino/a Literature,3.85,3.34,B+ (3.3)
LTEN 171,LTEN,Comp Iss in Latino/a Im in US,3.825,3.4299999999999997,B+ (3.3)
LTEN 172,LTEN,Amer Poetry II:Whitman-Modern,5.355,3.4299999999999997,B+ (3.3)
LTEN 174,LTEN,Amer Fiction II:Middle James,6.005,3.125,B (3.0)
LTEN 175A,LTEN,New Amer Fiction:WWII-Present,6.243333333333333,3.682,B+ (3.3)
LTEN 175B,LTEN,New Amer Poetry:Post WWII-Pres,6.14,3.36,B+ (3.3)
LTEN 176,LTEN,Major American Writers,4.942666666666667,3.3153846153846156,B+ (3.3)
LTEN 177,LTEN,California Literature,5.445,3.42,B+ (3.3)
LTEN 178,LTEN,Comparative Ethnic Literature,6.078421052631579,3.6046153846153848,B+ (3.3)
LTEN 179,LTEN,Topic:Arab/Muslim Amer Identy,4.093333333333333,3.8550000000000004,A- (3.7)
LTEN 180,LTEN,Chicano Literature in English,5.535,3.7866666666666666,A- (3.7)
LTEN 181,LTEN,Asian American Literature,4.901724137931034,3.6424999999999996,B+ (3.3)
LTEN 183,LTEN,Afro-American Prose,6.3425,3.393333333333333,B+ (3.3)
LTEN 183,LTEN,Topics/African-American Prose,6.4433333333333325,3.64,B+ (3.3)
LTEN 185,LTEN,Themes/Afro-Americn Literature,5.870869565217391,3.481333333333333,B+ (3.3)
LTEN 186,LTEN,Literature/Harlem Renaissance,6.2128571428571435,3.1475,B (3.0)
LTEN 187,LTEN,Black Music&Texts:Comm&Cult Ex,4.026666666666666,3.1633333333333336,B (3.0)
LTEN 189,LTEN,20th Century Postcolonial Lits,5.825384615384616,3.4400000000000004,B+ (3.3)
LTEN 21,LTEN,Intro/Lit/Brit Isles: pre-1660,5.769375,3.219375,B (3.0)
LTEN 22,LTEN,Intro/Lit/Brtish Is:1660-1832,4.9959999999999996,3.408,B+ (3.3)
LTEN 23,LTEN,Lit/British Isles:1832-Present,4.610625,3.29625,B (3.0)
LTEN 25,LTEN,Intro/Lit/US: Beginning - 1865,5.56375,3.361875,B+ (3.3)
LTEN 26,LTEN,Intro/Lit/US: 1865 - Present,5.3774999999999995,3.421875,B+ (3.3)
LTEN 27,LTEN,Intro/Afro-American Literature,5.309375,3.276875,B (3.0)
LTEN 28,LTEN,Intr/Asian-American Literature,4.660625,3.38,B+ (3.3)
LTEN 29,LTEN,Intro/Chicano/Latino Lit.,4.651333333333333,3.317333333333333,B+ (3.3)
LTEN 31,LTEN,Indigenous Literature,5.36,3.5,B+ (3.3)
LTEU 100,LTEU,Intro to Italian Literature,3.75,3.955,A- (3.7)
LTEU 105,LTEU,Medieval Studies,3.936153846153846,3.9375,A- (3.7)
LTEU 110,LTEU,European Romanticism,5.63,3.72,A- (3.7)
LTEU 110,LTEU,European Romanticsm,5.086666666666667,2.71,B- (2.7)
LTEU 137GS,LTEU,Seminars in German Culture,6.5,3.45,B+ (3.3)
LTEU 139,LTEU,Marx/Nietzsche/Freud,7.23,3.35,B+ (3.3)
LTEU 140,LTEU,Italian Literature in Transltn,4.385555555555555,3.934285714285714,A- (3.7)
LTEU 141,LTEU,French Literature/Translation,4.921666666666667,3.632,B+ (3.3)
LTEU 150A,LTEU,Russian&Soviet Lit/1800-1860,6.9125,3.68,B+ (3.3)
LTEU 150B,LTEU,Russian&Soviet Lit/1860-1917,6.925,3.3499999999999996,B+ (3.3)
LTEU 150C,LTEU,Russian&Soviet Lit/1917-Presnt,7.405,3.535,B+ (3.3)
LTEU 154,LTEU,Russian Culture,5.425,3.76,A- (3.7)
LTEU 158,LTEU,Single Author in Russian Lit,5.99,3.2875,B (3.0)
LTFR 115,LTFR,Themes/Intellect&Literary Hist,4.714666666666667,3.4166666666666665,B+ (3.3)
LTFR 116,LTFR,Themes/Intellect&Literary Hist,4.995384615384615,3.486666666666667,B+ (3.3)
LTFR 143,LTFR,Topics/Major Authors in French,5.823333333333333,3.4,B+ (3.3)
LTFR 2A,LTFR,Intermediate French I,5.075,3.5666666666666664,B+ (3.3)
LTFR 2C,LTFR,Intermediate French III,5.241428571428571,3.16,B (3.0)
LTGK 1,LTGK,Beginning Greek,6.064375,3.4425000000000003,B+ (3.3)
LTGK 2,LTGK,Intermediate Greek I,5.532857142857142,3.71,A- (3.7)
LTGK 3,LTGK,Intermediate Greek II,5.570714285714286,3.63,B+ (3.3)
LTGM 2A,LTGM,Intermediate German I,4.642307692307693,3.607142857142857,B+ (3.3)
LTGM 2B,LTGM,Intermediate German II,4.740714285714286,3.5300000000000002,B+ (3.3)
LTIT 100,LTIT,Intro/Literatures in Italian,3.2133333333333334,3.8975,A- (3.7)
LTIT 115,LTIT,Medieval Studies,3.948888888888889,3.9519999999999995,A- (3.7)
LTIT 122,LTIT,Studies/Modern Italian Culture,4.174,3.51,B+ (3.3)
LTIT 161,LTIT,Adv Stylistics&Conversation,3.2575,3.83,A- (3.7)
LTIT 2A,LTIT,Intermediate Italian I,3.3795,3.8883333333333336,A- (3.7)
LTIT 2B,LTIT,Intermediate Italian II,3.0746666666666664,3.99,A- (3.7)
LTIT 50,LTIT,Advanced Italian,2.8499999999999996,3.915,A- (3.7)
LTKO 100,LTKO,Adv Readngs/Korean Lit&Culture,4.6362499999999995,3.4450000000000003,B+ (3.3)
LTKO 149,LTKO,Reading Korean Lang Hist&Stru,7.8,3.51,B+ (3.3)
LTKO 1A,LTKO,Beginning Korean:First Yr. I,5.124358974358974,3.582727272727273,B+ (3.3)
LTKO 1B,LTKO,Beginning Korean:First Yr. II,4.74875,3.6323529411764706,B+ (3.3)
LTKO 1C,LTKO,Beginning Korean:First Yr. III,4.611724137931035,3.5520000000000005,B+ (3.3)
LTKO 2A,LTKO,Intermediate Korean: 2nd Yr I,4.664444444444445,3.408888888888889,B+ (3.3)
LTKO 2A,LTKO,Intermediate Korean:2nd Yr I,4.67,3.646,B+ (3.3)
LTKO 2B,LTKO,Intermediate Korean: Second Yr,4.576,3.6,B+ (3.3)
LTKO 2B,LTKO,Intermediate Korean:2nd Yr II,5.263333333333333,3.745,A- (3.7)
LTKO 2C,LTKO,Intermediate Korean: Second Yr,5.44875,3.686666666666667,B+ (3.3)
LTKO 2C,LTKO,Intermediate Korean:2nd Yr III,5.0633333333333335,3.57,B+ (3.3)
LTKO 3,LTKO,Advanced Korean/Third Year,5.797499999999999,3.67,B+ (3.3)
LTLA 1,LTLA,Beginning Latin,6.985882352941177,3.1604545454545456,B (3.0)
LTLA 100,LTLA,Introductn/Latin Literature I,8.243,3.1466666666666665,B (3.0)
LTLA 103,LTLA,Latin Drama,6.4175,3.22,B (3.0)
LTLA 2,LTLA,Intermediate Latin I,7.024615384615384,3.4499999999999997,B+ (3.3)
LTLA 3,LTLA,Intermediate Latin II,7.4176,3.3329999999999997,B+ (3.3)
LTRU 104A,LTRU,Advanced Practicum in Russian,4.2153846153846155,4.0,A+/A (4.0)
LTRU 104B,LTRU,Advanced Practicum in Russian,3.8658333333333332,4.0,A+/A (4.0)
LTRU 110B,LTRU,Russian&Soviet Lit/1860-1917,7.599999999999999,3.25,B (3.0)
LTRU 110C,LTRU,Russian&Soviet Lit/1917-Presnt,7.4725,3.64,B+ (3.3)
LTRU 123,LTRU,Single Author in Russian Lit,6.323846153846154,3.206666666666667,B (3.0)
LTRU 150,LTRU,Russian Culture,5.656666666666666,3.74,A- (3.7)
LTRU 1A,LTRU,First-Year Russian,5.21,3.6814285714285715,B+ (3.3)
LTRU 1B,LTRU,First-Year Russian,5.19375,3.689090909090909,B+ (3.3)
LTRU 1C,LTRU,First Year Russian,4.828571428571428,3.8075,A- (3.7)
LTRU 2A,LTRU,Second Year Russian,4.276,3.8049999999999997,A- (3.7)
LTSP 100A,LTSP,Adv Spanish Reading & Writing,5.323333333333333,3.69,B+ (3.3)
LTSP 100B,LTSP,Adv Read&Writing: Heritage Spk,3.818,3.6425,B+ (3.3)
LTSP 116,LTSP,Representatns/Span Colonialism,5.148333333333333,3.53,B+ (3.3)
LTSP 119C,LTSP,Cervantes: Don Quixote,5.2125,3.43,B+ (3.3)
LTSP 122,LTSP,The Romantic Movement in Spain,5.553333333333334,3.3533333333333335,B+ (3.3)
LTSP 123,LTSP,Topics in Modern Spanish Cult,6.007142857142857,3.6159999999999997,B+ (3.3)
LTSP 129,LTSP,Spanish Writing after 1939,5.34,3.5833333333333335,B+ (3.3)
LTSP 130A,LTSP,Development/Spanish Literature,4.43,3.27,B (3.0)
LTSP 130B,LTSP,Develop/Latin Amer Literature,5.995,3.4,B+ (3.3)
LTSP 133,LTSP,Contemporary Latin Americn Lit,6.161111111111111,3.6133333333333333,B+ (3.3)
LTSP 134,LTSP,Literatre of the Southern Cone,6.4175,3.09,B (3.0)
LTSP 135A,LTSP,Mexican Literature before 1910,7.785,3.4925,B+ (3.3)
LTSP 135B,LTSP,Modern Mexican Literature,6.96,3.605,B+ (3.3)
LTSP 136,LTSP,Andean Literature,6.336,3.45,B+ (3.3)
LTSP 137,LTSP,Caribbean Literature,6.40375,3.5516666666666663,B+ (3.3)
LTSP 138,LTSP,Central American Literature,6.408333333333334,3.328888888888889,B+ (3.3)
LTSP 140,LTSP,Latin American Novel,7.075,3.43375,B+ (3.3)
LTSP 141,LTSP,Latin American Poetry,4.542,3.4966666666666666,B+ (3.3)
LTSP 142,LTSP,Latin American Short Story,6.063846153846153,3.418333333333333,B+ (3.3)
LTSP 150B,LTSP,Lat-Chican/Cul Prod:1960toPres,5.855,3.61,B+ (3.3)
LTSP 154,LTSP,Latino/a & Chicano/a Lit.,5.38,3.32,B+ (3.3)
LTSP 162,LTSP,Spanish Language/United States,6.97,2.77,B- (2.7)
LTSP 170,LTSP,Contemp Theories/Cultural Prod,6.243333333333333,3.67,B+ (3.3)
LTSP 171,LTSP,Peninsular&orLatAmer Lit & Soc,6.551666666666667,3.63,B+ (3.3)
LTSP 171,LTSP,Pennisular&orLatAmer Lit & Soc,5.233333333333333,3.52,B+ (3.3)
LTSP 172,LTSP,Indigenista Themes/Latin-Amer,6.121818181818182,3.3775,B+ (3.3)
LTSP 174,LTSP,Topics in Culture and Politics,6.123333333333334,3.5622222222222226,B+ (3.3)
LTSP 175,LTSP,Gender Sexuality & Culture,6.515384615384615,3.356666666666667,B+ (3.3)
LTSP 176,LTSP,Literature and Nation,6.261,3.643333333333333,B+ (3.3)
LTSP 177,LTSP,Literary & Hist'l Migration,5.742857142857143,3.3,B+ (3.3)
LTSP 2A,LTSP,Intermed Spanish I:Foundations,4.420909090909091,3.34,B+ (3.3)
LTSP 2B,LTSP,Intermed Spanish II:Read&Comp,4.1160000000000005,3.4133333333333336,B+ (3.3)
LTSP 2C,LTSP,Intermed Span III:Cultrl Topcs,4.626190476190477,3.3646666666666665,B+ (3.3)
LTSP 2D,LTSP,Int. Span I: Bilingual Spkrs,3.5700000000000003,3.505,B+ (3.3)
LTSP 2D,LTSP,Int/Adv Spanish-Bilingual Spkr,4.4750000000000005,3.54,B+ (3.3)
LTSP 2E,LTSP,Adv Read & Comp-Bilingual Spkr,4.1375,3.47,B+ (3.3)
LTSP 2E,LTSP,Int. Span II: Bilingual Spkrs,3.7066666666666666,3.718,A- (3.7)
LTSP 50A,LTSP,Readings/Peninsular Literature,6.243333333333333,3.6,B+ (3.3)
LTTH 110,LTTH,History of Criticism,5.948333333333333,3.9133333333333336,A- (3.7)
LTTH 115,LTTH,Introduction/Critical Theory,5.708333333333333,3.6366666666666663,B+ (3.3)
LTTH 150,LTTH,Topics in Critical Theory,4.95,3.92,A- (3.7)
LTWL 100,LTWL,Mythology,3.895263157894737,3.405263157894737,B+ (3.3)
LTWL 104,LTWL,Topics in Classical Studies,3.07,3.36,B+ (3.3)
LTWL 106,LTWL,Classical Tradition,5.405714285714285,3.3633333333333333,B+ (3.3)
LTWL 110B,LTWL,Folk and Fairy Tales,3.9716666666666662,3.8425000000000002,A- (3.7)
LTWL 114,LTWL,Children's Literature,4.158571428571428,3.38,B+ (3.3)
LTWL 115,LTWL,Contemporary Literature,5.91,3.32,B+ (3.3)
LTWL 116,LTWL,Adolescent Literature,4.819333333333334,3.196923076923077,B (3.0)
LTWL 120,LTWL,Popular Literature and Culture,4.524285714285715,3.218461538461539,B (3.0)
LTWL 122,LTWL,Fantasy,5.55,3.1,B (3.0)
LTWL 123,LTWL,Vampires in Literature,5.616,3.515,B+ (3.3)
LTWL 124,LTWL,Science Fiction,5.636153846153846,3.313636363636364,B+ (3.3)
LTWL 128,LTWL,Intro/Semiotics & Applications,4.423571428571429,3.56,B+ (3.3)
LTWL 135,LTWL,The Buddhist Imaginary,5.006666666666667,3.061666666666667,B (3.0)
LTWL 138,LTWL,Critical Religion Studies,4.702222222222222,3.566,B+ (3.3)
LTWL 147,LTWL,Readings in Mahayana Buddhism,5.75,3.04,B (3.0)
LTWL 152,LTWL,Introduction to Islam,3.93,3.91,A- (3.7)
LTWL 153,LTWL,Literature/Relign/Cult in Iran,2.79,3.88,A- (3.7)
LTWL 155,LTWL,Gender Studies,5.39125,3.8800000000000003,A- (3.7)
LTWL 157,LTWL,Iranian Film,3.525,3.935,A- (3.7)
LTWL 158A,LTWL,Topics in the New Testament,4.866666666666666,3.5149999999999997,B+ (3.3)
LTWL 158B,LTWL,Topics in Early Christian Text,3.6666666666666665,3.41,B+ (3.3)
LTWL 159,LTWL,Digital Middle East,3.75,3.97,A- (3.7)
LTWL 160,LTWL,Women and Literature,4.953333333333333,3.6466666666666665,B+ (3.3)
LTWL 165,LTWL,Literature & the Enviornment,4.725,3.52,B+ (3.3)
LTWL 168,LTWL,Death and Desire in India,5.07,3.44,B+ (3.3)
LTWL 172,LTWL,Special Topics in Literature,4.523333333333333,3.8689999999999998,A- (3.7)
LTWL 172GS,LTWL,Special Topics in Literature,5.5,3.98,A- (3.7)
LTWL 175GS,LTWL,The City of Rome,5.85,3.9299999999999997,A- (3.7)
LTWL 176,LTWL,Literature and Ideas,5.2025,3.615,B+ (3.3)
LTWL 177,LTWL,Literature and Aging,3.0366666666666666,3.966666666666667,A- (3.7)
LTWL 180,LTWL,Film Studies&Lit:Film History,4.134166666666666,3.5800000000000005,B+ (3.3)
LTWL 180GS,LTWL,Film Studies&Lit:Film History,6.6775,3.4450000000000003,B+ (3.3)
